Aligner,Metric,Mean,Std,Min,Max,Count
mea,column_identity,0.8433731625573891,0.2694219623187004,0.04961832061068702,1.0,368
viterbi,column_identity,0.8536664537814649,0.2602165000654949,0.04961832061068702,1.0,368
mea,f1,0.9240521810583096,0.1517055683157691,0.059299191374663066,1.0,368
viterbi,f1,0.9269933018879458,0.15355796545323533,0.022598870056497175,1.0,368
mea,precision,0.921090463454614,0.1561321788959187,0.052884615384615384,1.0,368
viterbi,precision,0.9250947674390362,0.15552611749981782,0.020942408376963352,1.0,368
mea,recall,0.9273086684959625,0.1468714236551366,0.06748466257668712,1.0,368
viterbi,recall,0.9291059797693589,0.1515611258724319,0.024539877300613498,1.0,368
mea,sensitivity,0.9273086684959625,0.1468714236551366,0.06748466257668712,1.0,368
viterbi,sensitivity,0.9291059797693589,0.1515611258724319,0.024539877300613498,1.0,368
mea,specificity,0.9992983905757412,0.0014535348750788326,0.9879926108374384,1.0,368
viterbi,specificity,0.9993441853675706,0.0013622525377115582,0.9886083743842364,1.0,368
